Index,Sentence,Options,Label,Result
0,All that glitters is not gold.,"A. Don't trust everything on the social media. It appears that people are having the best time of their lives, but remember, it can be fake.
B. They think they’ve won the contract but we’ve still got a couple of ideas to win it back.
C. After seeing Tim being disappointed over not making the basketball team, Barry advised him to stray away from his emotions and work hard to try again next year.
D. A fallen tree cannot provide shade.",A,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
1,The life of royals looks glamorous from afar but it is not as happy and fun as it looks.,"A. Jake might look confused all the time, but he's really extremely bright.
B. The parents have been living happily ever since they decided not to go through the divorce.
C. The job was finally his after the last interview that went well.
D. When Juli's favorite tree had fallen over, her father created a painting of it and said there was nothing else they could do.",A,"#1.5 million in 2018, and the company's stock price has been steadily increasing since then. The company's current market capitalization is around $100 million.

The company has a strong track record of profitability, with net income of $20 million in 2018, and $30 million in 2019. The company's profit margin is around 20%, and it has a strong balance sheet with $50 million in cash and $20 million in long-term debts.

The company is looking to expand its operation to new markets, and it is considering a new product launch in a new geographic region. The company is seeking to raise $5 million in new equity to finance the new product launch.

The company is looking for a new CEO to lead the company into the new markets and to drive growth and profitability. The CEO is looking for someone with a strong track record of experience in the industry and a good understanding of the company's and a good understanding of the industry and the company's strong financial position.

The company is looking for someone with a strong background in the industry and a track record of success in leading and executing a new product launch. The company is willing to pay a salary package and is looking for someone who can drive growth and profitability.

The"
2,"The journalist thought the life of the famous actress was extraordinary, only to realize later that it was not what it looks like.","A. The savvy politician had a secret plan that could make him win. At the last moment, he revealed a scandalous secret about his opponent.
B. Don’t judge people based on appearances alone; appearances can be deceptive.
C. He danced off his sugar high then promptly fell asleep.
D. On his last birthday, Mike's friend gave him so many drinks that he passed out before midnight.",B,"# 2018-09-2019

# 2019-09-2020

# 2020-09-2021

# 2021-09-2022

# 2022-09-2023

# 2023-09-2024

# 2024-09-2025

# 2025-09-2026

# 2026-09-2027

# 2027-09-2028

# 2028-09-2029

# 2029-09-2030

# 2030-09-2031

# 2031-09-2032

# 2032-09-2033

# 2033-09-2034

# 2034-09-2035

# 2035-09-2036

# 2036-09-2"
3,The charming so-called CEO later proved to be the wrong choice to make a deal with. Turns out his promises were only empty words.,"A. Wow, your kid just graduated middle schoool! You must be filled with pride and joy.
B. You wouldn't have these options once you move across the country, so work hard while you are here.
C. Don't trust everything on the social media. It appears that people are having the best time of their lives, but remember, it can be fake.
D. The presentation was such a mess! The presenters tried to convey a lot of information in such a short time that there was no clarity.",C,"#include <iostream>
#include <vector>
#include <cmath>

using namespace std;

int main() {
    int n;
    cin >> n;
    vector<int> arr(n);
    for (int i = 0; i < n; i++) {
        cin >> arr[i];
    }

    int m;
    cin >> m;
    for (int i = 0; i < m; i++) {
        int x, y;
        cin >> x >> y;
        arr[x - 1] += y;
    }

    for (int i = 0; i < n; i++) {
        cout << arr[i] << "" "";
    }
    cout << endl;
    return 0;
}"
4,Kevin was worshipped by the new recruits to be the best player in the game. But when they met him they learned that the famous goal was just a fluke.,"A. Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.
B. It is better to use a map with directions than reading the instructions on how to arrive at the event.
C. My sister cannot sleep in a dark room due to her fears, but she wants to challenge herself someday.
D. You can't pour from an empty cup.",A,"#include <iostream>
#include <vector>
#include <cmath>
#include <cstdlib>
#include <ctime>

using namespace std;

int main() {
    int n, m, i, j, k, l, sum = 0;
    double avg;
    vector<int> arr;
    vector<int> dp;

    // Get the number of test cases
    cin >> n;

    // Get the number of elements in each array
    for (i = 0; i < n; i++) {
        cin >> m;
        arr.push_back(m);
    }

    // Initialize the dynamic programming table
    dp.resize(n, vector<int>(m, 0));

    // Fill the dynamic programming table
    for (i = 0; i < n; i++) {
        for (j = 0; j < m; j++) {
            dp[i][j] = (i == 0 || j == 0) ? 1 : dp[i - 1][j - 1];
            dp[i][j] += dp[i - 1][j];
            dp[i][j] += dp[i][j - 1];"
5,Mary often boasted of her rose garden to be the best garden in the city. But in reality it is nothing but ordinary.,"A. I am absolutely terrified of skydiving, but I think once in my life, I will give it a whirl.
B. Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.
C. On his last birthday, Mike's friend gave him so many drinks that he passed out before midnight.
D. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.",B,"#include <iostream>
#include <vector>
#include <cmath>

using namespace std;

int main() {
    int n;
    cin >> n;
    vector<int> arr(n);
    for (int i = 0; i < n; i++) {
        cin >> arr[i];
    }
    sort(arr.begin(), arr.end());
    int sum = 0;
    for (int i = 0; i < n; i++) {
        sum += arr[i];
    }
    cout << ""The sum of the array is: "" << sum << endl;
    return 0;
}"
6,Don’t judge people based on appearances alone; appearances can be deceptive.,"A. Don't let his clothes fool you. He may dress himself in simple clothes without logos, but he is actually a millionaire.
B. Even though it took me two weeks, I at least sent the letter.
C. Keep a jug full of water near the table in case you get thirsty at night.
D. Be thankful for the sunshine this summer because it only appears briefly during the winter.",A,"#include <iostream>
#include <iostream>
#include <iostream>
#include <iostream>
#include <iostream>
#include <iostream>
#include <>
#include <>
#include <>
#include <>
#include <>
#include <>
#include <>
#include <>
# include <>
# <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include <>
# include"
7,"Don't let his clothes fool you. He may dress himself in simple clothes without logos, but he is actually a millionaire.","A. The life of royals looks glamorous from afar but it is not as happy and fun as it looks.
B. Sally spent the weekend relaxing following her sister's example. But it was not right choice as she had a lot of work to do.
C. I would rather use my old pan for cooking than buy the new utensil with fancy features.
D. I hate to inform you that your A in chemistry was actually a clerical error.",A,#1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
8,"Although Lexi looks like an airhead, she is one of the wisest people I have ever met.","A. If the workers cannot work for 20 hours a week, they can quit.
B. Soon after, Garry realized that Hannah was avoiding making the presentation by pretending to be occupied by personal issues, he planned to approach her about it if she repeated it again.
C. This shopkeeper always palms off old stock to the customers.
D. Kevin was worshipped by the new recruits to be the best player in the game. But when they met him they learned that the famous goal was just a fluke.",D,"#include <iostream>
#include <cstdlib>
#include <cstring>
#include <cmath>
#include <climits>
#include <cstdio>
#include <cstdarg>
#include <cstdlib>
#include <cstring>
#include <cctype>
#include <cstddef>
#include <cstdbool>
#include <cstdint>

#define INF 1000000000
#define MOD 1000000007

using namespace std;

typedef long long ll;

struct Node {
    int data;
    Node* left, *right;
};

Node* newNode(int data) {
    Node* node = (Node*)malloc(sizeof(Node));
    node->data = data;
    node->left = node->right = NULL;
    return node;
}

void insert(Node** root, int data) {
    if (*root == NULL) {
        *root = newNode(data);
    } else {
        if (data < (*root)->data) {
            insert(&(*root)->left, data);
        } else {
            insert(&(*root)->right, data);
        }"
9,"Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.","A. Politicians frequently tell lies, which gets them into problems. They could win election after election if they would just be sincere about their aims.
B. Mary collected so many books over the years that she eventually had enough to make her own library.
C. Don’t judge people based on appearances alone; appearances can be deceptive.
D. When the site was just discovered and undeveloped, Larry was able to purchase the home for a low price. Now, the price has risen to the point where even Will cannot afford it.",C,"Correct Answer:
C. Don’t judge people based on appearances alone; appearances can be deceptive.

Explanation:
The target sentence is cautioning against judging someone based on their appearance, and the correct answer is a sentence that does the same thing. Option C is the most analogous sentence to the target sentence, as it warns against judging people based on appearances alone and suggests that appearances can be deceptive."
10,"Jake might look confused all the time, but he's really extremely bright.","A. John wanted to build and paint the nursery without having heard the adoption agency's decision.
B. I don’t really like the colour of your car, but then, beauty lies in the eyes of the beholder.
C. Sometimes I feel I should have gone for my master’s degree like you instead of this job. Well, the grass is always greener on the other side.
D. The group had lied about one of them being out of town to avoid the meeting, but the professor discerned the truth and decided to deduct marks on the project.",C,"#include <iostream>
#include <vector>
#include <string>
#include <cmath>

using namespace std;

int main() {
    int n;
    cin >> n;

    vector<string> v(n);

    for (int i = 0; i < n; i++) {
        cin >> v[i];
    }

    sort(v.begin(), v.end(), [](const string& a, const string& b) {
        return a.size() < b.size();
    });

    for (const string& s : v) {
        cout << s << endl;
    }

    return 0;
}

// Output:
// Hello
// World
// ABC
// DEF
// GHI
// JKL
// MNO
// PQR
// STU
// VWX
// YZ
// ABC
// DEF
// GHI
// JKL
// MNO
// PQR
// STU
// VWX
// YZ"
11,"Don't trust everything on the social media. It appears that people are having the best time of their lives, but remember, it can be fake.","A. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
B. He was called on national television to talk about his crimes for everyone to listen directly from the serial killer.
C. The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.
D. John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.",C,"#include <iostream>
#include <vector>
#include <string>
#include <cmath>
#include <cstdlib>
#include <ctime>

using namespace std;

int main() {
    srand(time(0)); // initialize the random number generator

    // create a vector of strings to store the names of the people
    vector<string> names;

    // create a vector of integers to store the ages of the people
    vector<int> ages;

    // create a vector of integers to store the scores of the people
    vector<int> scores;

    // read in the names, ages, and scores from the user
    cout << ""Enter the names of the people: "";
    while (true) {
        string name;
        cin >> name;
        if (name.empty()) break;
        names.push_back(name);

        int age;
        cin >> age;
        ages.push_back(age);

        int score;
        cin >> score;
        scores.push_back(score);
    }

    // shuffle the names, ages, and scores randomly
    for (int i = 0; i < names.size(); i++) {
        int j = rand() % names.size();"
12,"Sometimes I feel I should have gone for my master’s degree like you instead of this job. Well, the grass is always greener on the other side.","A. As they say, every cloud has a silver lining. If we hadn't missed the plane, we would never have met you.
B. By that time, my friend was broke, so he had to sell his house.
C. It looks like fun but it is actually a struggle to move to a different country. You should count your blessings.
D. As someone with social anxiety, joining the debate club many years ago led me to become a powerful and persuasive public speaker.",C,"#include <iostream>
#include <vector>
#include <string>
#include <cmath>
#include <cstdlib>
#include <ctime>

using namespace std;

int main() {
    int n;
    cin >> n;
    vector<int> v(n);
    for (int i = 0; i < n; i++) {
        cin >> v[i];
    }
    sort(v.begin(), v.end());
    int m = v[n - 1];
    int sum = 0;
    for (int i = 0; i < n; i++) {
        sum += v[i];
    }
    cout << ""The sum of the numbers is: "" << sum << endl;
    cout << ""The maximum number is: "" << m << endl;
    return 0;
}

// Output:
// The sum of the numbers is: 15
// The maximum number is: 5

Note:

* The `vector` class is used to store the numbers.
* The `sort` function is used to sort the vector in ascending order.
* The `for` loop is used to iterate over the vector and calculate the sum of the numbers.
* The `max` function is used to find the"
13,The lawyer left his profession to become an MBA graduate thinking it was better. Guess what? He is still struggling to find a job.,"A. Sally owns a pet dog; the dog always wiggles its tails and sits next to Sally's father more than anyone else.
B. Don't be greedy, just take whatever they offer you as if you negotiate too much they might take the offer back.
C. Maintaining a steady pace and avoiding excessive running at the start is crucial in a marathon.
D. The journalist thought the life of the famous actress was extraordinary, only to realize later that it was not what it looks like.",D,Please select one of the options from the above.
14,John is rich and everyone is envious of his wealth. But he is also lonely as he has no one to share his life with.,"A. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
B. Jake might look confused all the time, but he's really extremely bright.
C. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.
D. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.",B,"#include <iostream>
#include <vector>
#include <cmath>
#include <cstdlib>
#include <ctime>
#include <cstring>
#include <climits>
#include <cstdint>
#include <cstdbool>
#include <cstdio>
#include <cstddef>
#include <cstdarg>

using namespace std;

#define FOR(i, begin, end) for (int i = (int)(begin); i <= (int)(end); i++)
#define FORR(i, begin, end) for (int i = (int)(begin); i < (int)(end); i++)
#define rep(i, n) FOR(i, 0, n)
#define repR(i, n) FORR(i, 0, n)
#define all(v) (v).begin(), (v).end()
#define siz(v) (int)(v).size()
#define pb push_back
#define empty true
#define full false
#define inf 0x7fffffff
#define INF 0x7fffffff

typedef long long int ll;
typedef pair<int, int> pii;
typedef vector<int> vi;
ty"
15,It looks like fun but it is actually a struggle to move to a different country. You should count your blessings.,"A. A large suburban community has developed outside the city center over the past few decades.
B. He was depending heavily on the success of his venture, but when it failed, he was ruined. He realized that he should have had other backup plans.
C. Jake might look confused all the time, but he's really extremely bright.
D. After years of working as a lawyer, Smith decided to quit and open a youtube channel for his singing videos.",C,"# 2017-09-01 2017-09-30

# 2017-10-01 2017-10-31

# 2017-11-01 2017-11-30

# 2017-12-01 2017-12-31

# 2018-01-01 2018-01-31

# 2018-02-01 2018-02-28

# 2018-03-01 2018-03-31

# 2018-04-01 2018-04-30

# 2018-05-01 2018-05-31

# 2018-06-01 2018-06-30

# 2018-07-01 2018-07-31

# 2018-08-01 2018-08-31"
16,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","A. Kevin was worshipped by the new recruits to be the best player in the game. But when they met him they learned that the famous goal was just a fluke.
B. Lake Erie drains into Lake Ontario via the Niagara River.
C. Often times, in the interest of reaching the destination, we forget to experience the journey.
D. I would rather use my old pan for cooking than buy the new utensil with fancy features.",A,#1555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555
17,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"A. John is rich and everyone is envious of his wealth. But he is also lonely as he has no one to share his life with.
B. By that time, my friend was broke, so he had to sell his house.
C. The drawing shows me at one glance, what a book can only show me in many pages.
D. Linda's demeanor changes whenever her husband is around. She feels she can be her true self whenever she's with him.",A,"#include <iostream>
#include <vector>
#include <string>
#include <cmath>
#include <cstdlib>
#include <cstring>
#include <climits>
#include <cstddef>
#include <cstdarg>

using namespace std;

int main() {
    int n;
    cin >> n;
    vector<int> v(n);
    for (int i = 0; i < n; i++) {
        cin >> v[i];
    }
    sort(v.begin(), v.end());
    cout << ""The sorted vector is: "";
    for (int i = 0; i < n; i++) {
        cout << v[i] << "" "";
    }
    cout << endl;
    return 0;
}"
18,After letting off his rage he sat down like a lamb.,"A. A journey of a thousand miles begins with a single step.
B. It is important to keep learning new skills and not rely on one skill for your career. With emerging technology, current skills may become outdated in the future.
C. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.
D. Politicians frequently tell lies, which gets them into problems. They could win election after election if they would just be sincere about their aims.",C,"#1: A
#2: B
#3: C
#4: D

Which of the following is the best answer?

A. A
B. B
C. C
D. D

Please select one of the above options by typing the corresponding letter."
